Code Acte;N°;Désignation de la Prestation;Montant Global  TTC;"Montant pris en charge par l’entreprise (soit 80% TTC) plafonnés à 250;000;00DA TTC";Montant pris en charge par le bénéficiaire (soit 20% ou +  TTC);;
04TPI15011033;1033;IRM Bassin (Coccyx)(Sacro-iliaque)  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011034;1034;IRM Bassin (Coccyx)(Sacro-iliaque)  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011035;1035;IRM Bras  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011036;1036;IRM Bras  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011037;1037;IRM Bras  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011038;1038;IRM Bras  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011039;1039;IRM Cardiaque  A/ Produit;"35;000.00";"28;000.00";"7;000.00";;
04TPI15011040;1040;IRM Cardiaque  A/ Sédation et Produit;"40;000.00";"32;000.00";"8;000.00";;
04TPI15011041;1041;IRM Cardiaque  A/ Sédation S/Produit ;"35;000.00";"28;000.00";"7;000.00";;
04TPI15011042;1042;IRM Cardiaque  S/Produit;"32;000.00";"25;600.00";"6;400.00";;
04TPI15011043;1043;IRM Cavum  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011044;1044;IRM Cavum  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011045;1045;IRM Cavum  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011046;1046;IRM Cavum  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011047;1047;IRM Cérébrale  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011048;1048;IRM Cérébrale  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011049;1049;IRM Cérébrale  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011050;1050;IRM Cérébrale  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011051;1051;IRM Cérébro-Cervicale  A/ Produit;"31;000.00";"24;800.00";"6;200.00";;
04TPI15011052;1052;IRM Cérébro-Cervicale  A/ Sédation et Produit;"34;000.00";"27;200.00";"6;800.00";;
04TPI15011053;1053;IRM Cérébro-Cervicale  A/ Sédation S/Produit ;"31;000.00";"24;800.00";"6;200.00";;
04TPI15011054;1054;IRM Cérébro-Cervicale  S/Produit;"32;000.00";"25;600.00";"6;400.00";;
04TPI15011055;1055;IRM Cérébro-Médullaire  A/ Produit;"43;000.00";"34;400.00";"8;600.00";;
04TPI15011056;1056;IRM Cérébro-Médullaire  A/ Sédation et Produit;"46;000.00";"36;800.00";"9;200.00";;
04TPI15011057;1057;IRM Cérébro-Médullaire  A/ Sédation S/Produit ;"43;000.00";"34;400.00";"8;600.00";;
04TPI15011058;1058;IRM Cérébro-Médullaire  S/Produit;"40;000.00";"32;000.00";"8;000.00";;
04TPI15011059;1059;IRM Cervicale  A/ Produit;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011060;1060;IRM Cervicale  A/ Sédation et Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011061;1061;IRM Cervicale  A/ Sédation S/Produit ;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011062;1062;IRM Cervicale  S/Produit;"20;000.00";"16;000.00";"4;000.00";;
04TPI15011063;1063;IRM Cervico-Dorsale  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011064;1064;IRM Cervico-Dorsale  A/ Sédation et Produit;"29;000.00";"23;200.00";"5;800.00";;
04TPI15011065;1065;IRM Cervico-Dorsale  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011066;1066;IRM Cervico-Dorsale  S/Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011067;1067;IRM Cervico-Lombaire  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011068;1068;IRM Cervico-Lombaire  A/ Sédation et Produit;"29;000.00";"23;200.00";"5;800.00";;
04TPI15011069;1069;IRM Cervico-Lombaire  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011070;1070;IRM Cervico-Lombaire  S/Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011071;1071;IRM Cervico-Thoracique  A/ Produit;"31;000.00";"24;800.00";"6;200.00";;
04TPI15011072;1072;IRM Cervico-Thoracique  A/ Sédation et Produit;"38;000.00";"30;400.00";"7;600.00";;
04TPI15011073;1073;IRM Cervico-Thoracique  A/ Sédation S/Produit ;"31;000.00";"24;800.00";"6;200.00";;
04TPI15011074;1074;IRM Cervico-Thoracique  S/Produit;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011075;1075;IRM Cheville  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011076;1076;IRM Cheville  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011077;1077;IRM Cheville  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011078;1078;IRM Cheville  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011079;1079;IRM Cou  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011080;1080;IRM Cou  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011081;1081;IRM Cou  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011082;1082;IRM Cou  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011083;1083;IRM Cuisse  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011084;1084;IRM Cuisse  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011085;1085;IRM Cuisse  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011086;1086;IRM Cuisse  A/ Sédation et Produit;"29;000.00";"23;200.00";"5;800.00";;
04TPI15011087;1087;IRM Cuisse  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011088;1088;IRM Cuisse  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011089;1089;IRM Cuisse  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011090;1090;IRM Cuisse  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011091;1091;IRM de la Face  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011092;1092;IRM de la Face  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011093;1093;IRM de la Face  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011094;1094;IRM de la Face  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011095;1095;IRM de la Langue  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011096;1096;IRM de la Langue  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011097;1097;IRM de la Langue  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011098;1098;IRM de la Langue  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011099;1099;IRM de la Main  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011100;1100;IRM de la Main  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011101;1101;IRM de la Main  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011102;1102;IRM de la Main  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011103;1103;IRM des deux Genoux  A/ Produit;"32;000.00";"25;600.00";"6;400.00";;
04TPI15011104;1104;IRM des deux Genoux  A/ Sédation et Produit;"36;000.00";"28;800.00";"7;200.00";;
04TPI15011105;1105;IRM des deux Genoux  A/ Sédation S/Produit ;"32;000.00";"25;600.00";"6;400.00";;
04TPI15011106;1106;IRM des deux Genoux  S/Produit;"32;000.00";"25;600.00";"6;400.00";;
04TPI15011107;1107;IRM des deux Hanches  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011108;1108;IRM des deux Hanches  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011109;1109;IRM des deux Hanches  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011110;1110;IRM des deux Hanches  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011111;1111;IRM Dorsale  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011112;1112;IRM Dorsale  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011113;1113;IRM Dorsale  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011114;1114;IRM Dorsale  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011115;1115;IRM Dorso-Lombaire  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011116;1116;IRM Dorso-Lombaire  A/ Sédation et Produit;"29;000.00";"23;200.00";"5;800.00";;
04TPI15011117;1117;IRM Dorso-Lombaire  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011118;1118;IRM Dorso-Lombaire  S/Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011119;1119;IRM Epaule  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011120;1120;IRM Epaule  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011121;1121;IRM Epaule  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011122;1122;IRM Epaule  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011123;1123;IRM Fémur  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011124;1124;IRM Fémur  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011125;1125;IRM Fémur  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011126;1126;IRM Fémur  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011127;1127;IRM Fesse  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011128;1128;IRM Fesse  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011129;1129;IRM Fesse  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011130;1130;IRM Fesse  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011131;1131;IRM Fœtale  A/ Produit;"24;000.00";"19;200.00";"4;800.00";;
04TPI15011132;1132;IRM Fœtale  A/ Sédation et Produit;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011133;1133;IRM Fœtale  A/ Sédation S/Produit ;"24;000.00";"19;200.00";"4;800.00";;
04TPI15011134;1134;IRM Fœtale  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011135;1135;IRM Genou  A/ Produit;"20;000.00";"16;000.00";"4;000.00";;
04TPI15011136;1136;IRM Genou  A/ Sédation et Produit;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011137;1137;IRM Genou  A/ Sédation S/Produit ;"20;000.00";"16;000.00";"4;000.00";;
04TPI15011138;1138;IRM Genou  S/Produit;"17;000.00";"13;600.00";"3;400.00";;
04TPI15011139;1139;IRM Hanche  A/ Produit;"24;000.00";"19;200.00";"4;800.00";;
04TPI15011140;1140;IRM Hanche  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011141;1141;IRM Hanche  A/ Sédation S/Produit ;"24;000.00";"19;200.00";"4;800.00";;
04TPI15011142;1142;IRM Hanche  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011143;1143;IRM Hépatique  A/ Produit;"27;000.00";"21;600.00";"5;400.00";;
04TPI15011144;1144;IRM Hépatique  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011145;1145;IRM Hépatique  A/ Sédation S/Produit ;"27;000.00";"21;600.00";"5;400.00";;
04TPI15011146;1146;IRM Hépatique  S/Produit;"24;000.00";"19;200.00";"4;800.00";;
04TPI15011147;1147;IRM Hypophysaire  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011148;1148;IRM Hypophysaire  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011149;1149;IRM Hypophysaire  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011150;1150;IRM Hypophysaire  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011151;1151;IRM Jambe  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011152;1152;IRM Jambe  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011153;1153;IRM Jambe  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011154;1154;IRM Jambe  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011155;1155;IRM Larynx  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011156;1156;IRM Larynx  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011157;1157;IRM Larynx  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011158;1158;IRM Larynx  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011159;1159;IRM Lombaire  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011160;1160;IRM Lombaire  A/ Sédation et Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011161;1161;IRM Lombaire  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011162;1162;IRM Lombaire  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011163;1163;IRM Mammaire  A/ Produit;"38;000.00";"30;400.00";"7;600.00";;
04TPI15011164;1164;IRM Mammaire  A/ Sédation et Produit;"42;000.00";"33;600.00";"8;400.00";;
04TPI15011165;1165;IRM Mammaire  A/ Sédation S/Produit ;"38;000.00";"30;400.00";"7;600.00";;
04TPI15011166;1166;IRM Mammaire  S/Produit;"35;000.00";"28;000.00";"7;000.00";;
04TPI15011167;1167;"IRM Médullaire (Spinale; Rachis; Colonne Totale)  A/ Produit";"29;000.00";"23;200.00";"5;800.00";;
04TPI15011168;1168;"IRM Médullaire (Spinale; Rachis; Colonne Totale)  A/ Sédation et Produit";"34;000.00";"27;200.00";"6;800.00";;
04TPI15011169;1169;"IRM Médullaire (Spinale; Rachis; Colonne Totale)  A/ Sédation S/Produit ";"29;000.00";"23;200.00";"5;800.00";;
04TPI15011170;1170;"IRM Médullaire (Spinale; Rachis; Colonne Totale)  S/Produit";"26;000.00";"20;800.00";"5;200.00";;
04TPI15011171;1171;IRM Mollet  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011172;1172;IRM Mollet  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011173;1173;IRM Mollet  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011174;1174;IRM Mollet  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011175;1175;IRM Orbitaire  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011176;1176;IRM Orbitaire  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011177;1177;IRM Orbitaire  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011178;1178;IRM Orbitaire  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011179;1179;IRM Oreille  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011180;1180;IRM Oreille  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011181;1181;IRM Oreille  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011182;1182;IRM Oreille  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011183;1183;IRM Parotide  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011184;1184;IRM Parotide  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011185;1185;IRM Parotide  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011186;1186;IRM Parotide  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011187;1187;IRM Parties-Molles  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011188;1188;IRM Parties-Molles  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011189;1189;IRM Parties-Molles  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011190;1190;IRM Parties-Molles  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011191;1191;IRM Pelvienne  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011192;1192;IRM Pelvienne  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011193;1193;IRM Pelvienne  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011194;1194;IRM Pelvienne  S/Produit;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011195;1195;IRM Pied  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011196;1196;IRM Pied  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011197;1197;IRM Pied  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011198;1198;IRM Pied  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011199;1199;IRM Plexus Brachial  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011200;1200;IRM Plexus Brachial  A/ Sédation et Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011201;1201;IRM Plexus Brachial  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011202;1202;IRM Plexus Brachial  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011203;1203;IRM Poignet  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011204;1204;IRM Poignet  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011205;1205;IRM Poignet  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011206;1206;IRM Poignet  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011207;1207;IRM Rectum  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011208;1208;IRM Rectum  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011209;1209;IRM Rectum  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011210;1210;IRM Rectum  S/Produit;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011211;1211;IRM Rénale  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011212;1212;IRM Rénale  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011213;1213;IRM Rénale  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011214;1214;IRM Rénale  S/Produit;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011215;1215;IRM Rocher  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011216;1216;IRM Rocher  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011217;1217;IRM Rocher  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011218;1218;IRM Rocher  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011219;1219;IRM Selle Turcique  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011220;1220;IRM Selle Turcique  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011221;1221;IRM Selle Turcique  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011222;1222;IRM Selle Turcique  S/Produit;"20;000.00";"16;000.00";"4;000.00";;
04TPI15011223;1223;IRM Sinus  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011224;1224;IRM Sinus  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011225;1225;IRM Sinus  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011226;1226;IRM Sinus  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011227;1227;IRM Tendon d’Achille  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011228;1228;IRM Tendon d’Achille  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011229;1229;IRM Tendon d’Achille  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011230;1230;IRM Tendon d’Achille  S/Produit;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011231;1231;IRM Testiculaire (Scrotale)  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011232;1232;IRM Testiculaire (Scrotale)  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011233;1233;IRM Testiculaire (Scrotale)  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011234;1234;IRM Testiculaire (Scrotale)  S/Produit;"23;000.00";"18;400.00";"4;600.00";;
04TPI15011235;1235;IRM Thoracique  A/ Produit;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011236;1236;IRM Thoracique  A/ Sédation et Produit;"28;000.00";"22;400.00";"5;600.00";;
04TPI15011237;1237;IRM Thoracique  A/ Sédation S/Produit ;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011238;1238;IRM Thoracique  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011239;1239;IRM Tronc supra aortique (TSA) + IRM Cérébrale  A/ Produit;"33;000.00";"26;400.00";"6;600.00";;
04TPI15011240;1240;IRM Tronc supra aortique (TSA) + IRM Cérébrale  A/ Sédation et Produit;"40;000.00";"32;000.00";"8;000.00";;
04TPI15011241;1241;IRM Tronc supra aortique (TSA) + IRM Cérébrale  A/ Sédation S/Produit ;"33;000.00";"26;400.00";"6;600.00";;
04TPI15011242;1242;IRM Tronc supra aortique (TSA) + IRM Cérébrale  S/Produit;"31;000.00";"24;800.00";"6;200.00";;
04TPI15011243;1243;IRM Verge  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011244;1244;IRM Verge  A/ Sédation et Produit;"29;000.00";"23;200.00";"5;800.00";;
04TPI15011245;1245;IRM Verge  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011246;1246;IRM Verge  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011247;1247;Macrobiopsie mammaire ;"80;000.00";"64;000.00";"16;000.00";;
04TPI15011248;1248;Mammographie des deux seins;"6;000.00";"4;800.00";"1;200.00";;
04TPI15011249;1249;Mammographie d'un seul sein;"5;000.00";"4;000.00";"1;000.00";;
04TPI15011250;1250;Nephrostomie;"40;000.00";"32;000.00";"8;000.00";;
04TPI15011251;1251;PET SCANNER CHOLINE ;"250;000.00";"200;000.00  ";"50;000.00  ";;
04TPI15011252;1252;PET SCANNER FDG;"80;000.00";64000.00;"16;000.00  ";;
04TPI15011253;1253;PET SCANNER FDOPA;"220;000.00";"176;000.00  ";"44;000.00  ";;
04TPI15011254;1254;RM Coude  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011255;1255;RM Coude  A/ Sédation et Produit;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011256;1256;RM Coude  A/ Sédation S/Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011257;1257;RM Coude  S/Produit;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011258;1258;Scanner  Abdomino-pelvien  A/ Produit;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011259;1259;Scanner  Abdomino-pelvien  S/ Produit ;"15;600.00";"12;480.00";"3;120.00";;
04TPI15011260;1260;Scanner  Abdomino-pelvien avec sédation  A/ Sédation et S/ Produit ;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011261;1261;Scanner  Abdomino-pelvien avec sédation  A/Sédation et Produit ;"23;600.00";"18;880.00";"4;720.00";;
04TPI15011262;1262;Scanner Cavum  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011263;1263;Scanner Cavum  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011264;1264;Scanner Cavum avec sédation  A/ Sédation et S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011265;1265;Scanner Cavum avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011266;1266;Scanner Cérébral  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011267;1267;Scanner Cérébral  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011268;1268;Scanner Cérébral avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011269;1269;Scanner Cérébral avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011270;1270;Scanner Cervical  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011271;1271;Scanner Cervical  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011272;1272;Scanner Cervical avec sédation  A/ Sédation et S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011273;1273;Scanner Cervical avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011274;1274;Scanner Cervico-Cérébrale  A/ Produit;"23;500.00";"18;800.00";"4;700.00";;
04TPI15011275;1275;Scanner Cervico-Cérébrale  S/ Produit ;"20;500.00";"16;400.00";"4;100.00";;
04TPI15011276;1276;Scanner Cervico-Cérébrale avec sédation  A/ Sédation et S/ Produit ;"25;500.00";"20;400.00";"5;100.00";;
04TPI15011277;1277;Scanner Cervico-Cérébrale avec sédation  A/Sédation et Produit ;"28;500.00";"22;800.00";"5;700.00";;
04TPI15011278;1278;Scanner Cervico-faciale  A/ Produit;"16;600.00";"13;280.00";"3;320.00";;
04TPI15011279;1279;Scanner Cervico-faciale  S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011280;1280;Scanner Cervico-faciale avec sédation  A/ Sédation et S/ Produit ;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011281;1281;Scanner Cervico-faciale avec sédation  A/Sédation et Produit ;"26;500.00";"21;200.00";"5;300.00";;
04TPI15011282;1282;Scanner Cervico-Thoracique  A/ Produit;"17;000.00";"13;600.00";"3;400.00";;
04TPI15011283;1283;Scanner Cervico-Thoracique  S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011284;1284;Scanner Cervico-Thoracique avec sédation  A/ Sédation et S/ Produit ;"19;000.00";"15;200.00";"3;800.00";;
04TPI15011285;1285;Scanner Cervico-Thoracique avec sédation  A/Sédation et Produit ;"22;000.00";"17;600.00";"4;400.00";;
04TPI15011286;1286;Scanner Cuisse  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
